Well,528/20,590/20
A1,1286
B1,1894
C1,2534
D1,3438
E1,4477
F1,5448
G1,6957
H1,3
A2,1194
B2,1816
C2,2139
D2,3364
E2,4264
F2,5409
G2,6108
H2,2
A3,1320
B3,2898
C3,5163
D3,7271
E3,9390
F3,11787
G3,15459
H3,2
A4,1206
B4,1882
C4,1654
D4,2176
E4,2623
F4,3318
G4,3703
H4,1
A5,1298
B5,2190
C5,3454
D5,4547
E5,5928
F5,6880
G5,8987
H5,3
A6,1069
B6,1615
C6,2023
D6,2667
E6,3378
F6,4114
G6,4959
H6,2
A7,1336
B7,2278
C7,3183
D7,4444
E7,5410
F7,7103
G7,8784
H7,2
A8,1326
B8,2098
C8,2695
D8,3780
E8,4780
F8,5934
G8,6883
H8,2
A9,1199
B9,1830
C9,2259
D9,3883
E9,5043
F9,6710
G9,8235
H9,1
A10,1228
B10,1415
C10,2586
D10,2651
E10,3249
F10,4267
G10,5208
H10,2
A11,1194
B11,1134
C11,995
D11,1278
E11,1294
F11,1436
G11,1514
H11,2
A12,1238
B12,1350
C12,1378
D12,1454
E12,1531
F12,1623
G12,1682
H12,2

