Well,528/20,590/20
A1,1293
B1,1659
C1,2664
D1,2770
E1,3537
F1,4376
G1,4542
H1,4
A2,1613
B2,1939
C2,3273
D2,3030
E2,3962
F2,5521
G2,6217
H2,3
A3,1577
B3,2846
C3,4705
D3,5635
E3,7760
F3,10700
G3,10879
H3,2
A4,1607
B4,1945
C4,2443
D4,2421
E4,2836
F4,3622
G4,3676
H4,3
A5,1556
B5,2227
C5,3260
D5,3822
E5,4844
F5,6659
G5,6855
H5,2
A6,1883
B6,2268
C6,3587
D6,3931
E6,5266
F6,5328
G6,6883
H6,1
A7,1932
B7,2692
C7,4837
D7,5633
E7,7261
F7,8524
G7,9568
H7,2
A8,1980
B8,2657
C8,4114
D8,4778
E8,5868
F8,5693
G8,7528
H8,23
A9,1977
B9,3634
C9,6038
D9,7617
E9,9637
F9,9125
G9,11201
H9,2
A10,1913
B10,2638
C10,4145
D10,4241
E10,5403
F10,5807
G10,7979
H10,2
A11,1632
B11,1832
C11,2159
D11,1364
E11,1423
F11,1607
G11,1436
H11,3
A12,2053
B12,1947
C12,1616
D12,1606
E12,1613
F12,1736
G12,1799
H12,2

